user_id,username,is_agent
486854800,Twitch_ICM,True
1965461073517314050,midastouch_app,False
1443380816491450368,robtmb1,True
1961375195387645952,wish4dotfun,True
997797706847285248,dameungrr_xyz,True
1954536895397896194,thepumpoor,True
1964100666931986432,aicatOnSolana,True
1860015157390254080,shaftfinance,True
1384183459,TheWUBworld,False
2712081,XBT,True
1950877883896926208,GoldSolcoin,True
1862574702168088576,0xHarmonybot,True
1467920871763308544,farcaster_xyz,True
1855363480859320320,clankeronbase,True
1009135067153616896,Celo,False
52188203,jackbutcher,True
1642897997687078913,opepenedition,True
1160222700104757249,rarible,True
1433121559057559555,MagicEden,True
1944862364756533248,monad_xyz,True
1371002622463852544,tokenfox1,False
1628067904083181570,base,True
1850339857408905217,dreamcoinswow,True
3318858909,DonaldBullers,True
1749094313416429568,_proxystudio,True
363965898,JackDishman,True
1422537905885442055,CoinbaseAssets,True
1801631895194640384,moxie_xyz,True
11874742,urben,False
1772201284260507648,0buildcook,False
18876842,jessepollak,False
1656213022912794624,byjamesrush,True
1357120974001381376,OurCoOpFuture,False
1513780999729160194,VictorxOkolie,False
145621088,mattrenggana,False
1762835010233503744,Hammallamaonfc,True
1422738131669987336,0xKedra,True
1857466802076315648,0xManifestMami,True
1874678515842650112,0xMaxKek,True
44196397,elonmusk,True
1855947623074533376,0xNavir,True
1792255153363451904,0xNeurobro,True
1858967981889314816,DeSci_Guy,False
1928131965523480576,useBackroom,True
933955400986009600,token2049,True
1592439817631137793,iamspacecreated,False
790627436832579584,baseapp,True
1024562926466854912,grom_dimon,False
4398626122,OpenAI,True
1852699080843206657,Vader_AI_,True
369092562,thebrianjung,True
1707759787256033281,_kaizentrading,False
1664580057531072513,GojoEnigma,False
1800780988047564800,amplifi_now,True
1243645157255385090,goon_crypto,False
913708203480715264,bigwil2k3,False
1690265228708106240,0xNoushad,True
607528502,JustJake,True
1862578508469334016,0xOnlyCalls,True
1773070598186409985,GKgambler,False
1924200380235386881,gamblersmistake,True
1758129394856697856,GentleCatCalls,True
1862309828967714816,liu_yunli85225,False
1549496309647691776,aryanmogul,True
1410243693773090823,BitcoinChina_,True
1524665977694486528,KoreanCryptoKOR,True
1554234502981079040,lavish_x1x,False
1886842496610611201,SeekrTrending,True
1415309927262863361,BurritoCalls,False
159389938,Entity100x,False
1274172963265241088,HeartyHomies,True
828286323270287361,HempMillionaire,True
1758224738239844352,SolanaCTOscan,True
1854960382097735681,whalewatchalert,True
914738730740715521,0xPolygon,True
142711451,alvincito,True
1411821428748419078,Lowskii_gg,True
1814571103093714944,Mystayor,True
1790214864461266944,BigBrainOnchain,True
1200637478971092992,helenaeverley,True
1965146959934894080,ftponsol,True
1392321879176736768,DotComParker,True
1774334678217949184,Patriick_Sol,True
1978183801,Kusou1_4,True
944698599878696961,calmsystem_call,True
3739585212,Koase687,True
15408309,felicisventures,False
1120789042046676998,n0tts,True
1885294570289979396,Maverickdotsol,True
518282888,JbTheQuant,True
1788901377655103488,n1neshards,True
739738292787253248,karibbean_nft,True
21,dom,True
1339387881484218368,NormeNorme,True
1920047706518499328,solgodbackup,False
1755598970548891648,cryptokind1408,True
1967186370012528640,CLIPITSOL,True
1691206875839152129,ShadowC45412,True
1750140753559613440,MITHUNKUMA41855,True
1443200444017283072,RugRadio,True
1208201412368371713,PopPunkOnChain,True
946920837952577541,wen_lambo,True
418969026,_bigsky,True
1858334139310882817,0xPaulyAgent,True
1146461,pauly,True
1340714822376312833,cryptoLUVR,True
12649752,sol,False
951329744804392960,solana,True
877807935493033984,binance,True
158872626,projectxyz,True
2497992716,cryptoraccoon,True
1863783876486746112,0xRecruiter_AI,True
1858116863617634304,0xSensus,True
738485554048860160,EthCC,True
1419653495611875330,SolanaConf,True
1443352548770041856,SolportTom,True
1904240277117628416,bonk_fun,False
1358454920299433985,RaydiumProtocol,False
1622243071806128131,Pumpfun,True
1511776992542306317,consensus2025,True
1720665183188922368,grok,True
1536816010375974913,solanamobile,True
1848839294711894016,0xWSB,True
1862248516728328192,ZeroTechAI,True
1859934851828195328,Agent_Algo,True
1858576407993176064,0xzerebra,True
1851074102658023427,0xzerebro,True
1802642686710837249,truth_terminal,True
1796093447499329536,0x_nomAI,True
1962695814759034880,StreamerSolana,True
1847266945390776321,FartCoinOfSOL,True
1948837655103569920,Uranus_jup,True
1511407288354889730,KeetaNetwork,True
1816138985342705664,worldlibertyfi,True
1923505492753776641,theuselesscoin,True
1168028988091985920,zora,True
1609644091553325056,avantisfi,True
1855992721074450432,ReiNetwork0x,False
1488914036607623170,Collector_Crypt,True
1523951907630243840,TrendX_official,True
1786019543220948992,JoinSapien,True
1875201059058315264,neirylab,True
1922313038667169792,startuponsol,True
1875532595322130432,GetTrumpMemes,True
1961103150208745489,Aol_coin,True
1930055116414926848,heavendex,True
1769752118238273536,aegis_im,True
1873491458726260736,cowcmweb3,True
1867563311354568704,1000xAgent,True
1250101604289859586,TheBreakdownBW,True
1598461334764621824,1000xPod,True
1540344422939983874,ForwardGuidance,True
1659211037105860608,Lightspeedpodhq,True
1539881964500652032,SupplyShockBW,True
1585261659983052804,0xResearch,True
1503873189105053697,theempirepod,True
1352351985811542020,1DollarSol,True
1530328710024515584,1DollarGeorge,True
1355014327988707329,JakeGagain,True
1878063650834939904,JollyKapten,False
867617849208037377,okx,True
1299904825723891712,lukebelmar,True
285869396,Davincij15,True
1393877367148384258,24Kenva,True
1467575771036225536,TransientLabs,True
1860985640671670272,2girls1cupAI,True
1862977676136337408,michielmv,False
1464996194472501251,5DEE_DAO,True
2279695508,boltdotnew,True
1926073472960049152,orchidsapp,True
1778383739925520384,lovable_dev,False
1219566488325017602,supabase,True
1353836358901501952,AnthropicAI,True
1478679005788311552,elevenlabsio,True
366289783,Replit,True
1540587566088351744,Techweek_,True
1643489103466610690,eartonexyz,True
1056838028,framer,True
26270913,warriors,True
1422255111422754816,_buildspace,True
1471673819567824901,HASHDAO3,True
1621563139505655809,playai23,True
1436935209266520065,8Gratitude8,False
1732460646196015105,leap_api,True
383012058,zapier,True
1879049713703419904,6900HENTAI,True
1562466086150217728,MikeWangCEO,False
1939706557006049280,MajorXTrendings,True
1944816822663995392,SuperGrok,True
2260491445,CoinMarketCap,True
1446489618208067586,JupiterExchange,True
2412652615,coingecko,True
1402200555561259022,solscanofficial,True
902926941413453824,cz_binance,True
1397762681940058112,69420digits,True
1862180180388892672,MatrixAiagent,True
244207641,barrylsutton,True
946213559213555712,opensea,True
30699048,BillyM2k,True
292929271,charliekirk11,True
34097500,beeple,True
1838211812744888320,TheGriftReport,True
96770474,muratpak,True
1872809393558872064,717CapitalAI,True
1866789219613421568,agentcookiefun,False
1566912685043847169,evansWeb3Dev,False
14883246,MicroStrategy,True
1527020295059648513,HyperliquidX,True
1877770719419101184,KosherCapital,False
1940829630967255040,VVET_Protocol,True
1427624577832824832,footballdotfun,True
1741532168302604288,NickPlaysCrypto,False
1560511267814936576,pokpok_io,False
1885969610870030336,centry_agent,True
1565429759147851776,finnbags,True
1897131730404040704,onyxdotbond,False
1593184535994589185,8bitoracle,True
820440736336228352,Baidu_Inc,True
1598503296544956416,pixdotpink,True
851730512787853312,HKSciencePark,True
176295857,cyberport_hk,True
1659301939010740227,AITinkerers,True
926728709888925697,fullvaluedan,False
2501522515,origin_trail,True
157690664,BranaRakic,True
1332611002840526849,Sepi_Mancer,True
1847179896910434304,Magentalabs_io,True
1739253304574500864,dkgbrka,True
1964729912,DrevZiga,True
1436238675671588865,Zen_EVOLVE,False
52835204,anabevc,True
1828442641719017473,bonsol_labs,True
549303629,origintrail,True
1271545169045786631,kwok_phil,True
1956390673,dom_kwok,True
60104569,TomazOT,True
1614391650,TriniZone,True
1245666034763337728,easya_app,True
947056459753369603,Altcoin_Jim,True
1890237892309708801,GnonOnSolana,True
1483863766404317185,DaobiTreasury,True
20757299,Catcher4242,True
1434673164878073860,medjedowo,True
1201752215989317632,XianyangCB,True
1262027004095762433,rulesofchinese,True
1830340867737178112,shawmakesmagic,False
1597907308150931461,assisterr,True
1549153441418805340,TaipeiWeek,True
938174882667552769,chrisdotsol,True
1261335549215989760,Polymarket,True
3474685637,shayne_coplan,True
7007922,pirrer,True
1160069840943513601,edwardW2,True
1580914207645921280,taijitu_sees,True
909513498652225538,alliancedao,False
1572402709340250114,AAAAA4A4AAAAA,True
1287551172673335296,Abhyuddayy,True
1470958472409792515,a1lon9,True
1501683243963551745,cetsfk,False
1511349383387918345,LaunchMyNFT,True
1508022250649550864,SuperteamIN,False
1376941705694339072,tarsprotocol,True
1833454405276033024,jup_uplink,True
1864224910572441600,jup_mobile,True
1636717234054656000,MEonBTC,True
1793429898775969792,MagicEdenComm,True
1864736281961598976,AcolytAI,True
1320014406621843457,anoma,True
858209096461201408,condzxyz,False
1852674305517342720,aixbt_agent,True
1549505015655440384,TheoriqAI,True
1574342039172358144,LumiterraGame,True
1507110129627537417,theblessnetwork,True
1517008053614555137,0xAbhiP,True
1160257406087127041,virtualprotocol,True
1821266156654571520,Loky_AI,False
1881228327140409344,Wach_AI,True
1883197848755503104,RonkeOnRon,True
1859490326316187649,GAME_Virtuals,True
629466946,gkisokay,False
1467734865676312579,xerocooleth,True
1415078650039443456,pudgypenguins,True
1754781105050259457,AIWayfinder,True
1873964356280737792,AIxVC_Axelrod,True
1499585375534206980,beast_ico,False
223921570,S4mmyEth,False
1964539823420821506,0xPrismatic,True
1522696492791869445,KaitoAI,True
113130846,ycombinator,True
1392983814503337985,0xbabaa,True
1001171600,pet3rpan_,True
1460252469745782790,Defi0xJeff,True
911245230426525697,Fetch_ai,True
1812798893844750336,ProofofIntern,True
1849435100997353472,ACTICOMMUNITY,True
1915120149419716614,actlabs_io,True
1958171043547500544,thedeardao,True
1848397439008407552,0xyspiral,True
1930059599018897409,FigmentTrade,True
1453090378056351744,imdecentralized,False
1567896839755804672,playbaishi,True
1597072913521586177,Dealr_dotfun,True
1422839229592178689,wallet,True
1447725144093429763,KyeGomezB,False
1861186200381296640,AIFlow_Web3,True
1937741643425480704,entrova_ai,True
1784961897588203520,swarms_corp,False
1233275818983424000,AlloraLabsHQ,True
1864136213390897152,KiraKuruAI,True
1852356469871575040,the1aiagent,False
1888752690173476864,Fair3_community,True
1738097191548534784,RavenMarketAI,True
1381704361441644547,coinmerge,True
1376211278176337923,K1d_Crypt0,True
1509754819363450891,WALTER_DEFI,True
1416599177002295299,K1dandWalt,True
999947328621395968,Bybit_Official,True
1566634345208508418,Bybit_Web3,True
1875904690992644097,flipndotfun,False
1654900077453012992,HoloworldAI,True
1762471547485184000,cookiedotfun,False
1567308942920884225,sozuhaus,True
1742658965727526912,itsanita_ai,False
1592468786489212928,Mantle_Official,True
1471420332862885889,StoryProtocol,True
1417845872436547587,wormhole,True
754438462141378560,EthereumDenver,True
23218987,Aejo,True
1848534072559128576,jimena_pavlo,False
355068972,9th,True
1391490624,js_horne,True
1677776521946071041,affirmai,True
1466559813752606725,ManifoldMarkets,True
1354803537608282118,PixOnChain,True
1323595037591150593,ETHWarsaw,True
1813180129130000384,theveloperseu,True
1838778674570461184,AgentBILLNYE,True
1693268970202136576,PoSciDonDAO,True
1833183120126095360,pumpdotscience,False
1446215355320393732,AxonDAO,True
1747737231916240896,CreatorBid,True
1873030659733942273,AgentLattice,True
1865361265150840832,agentlegatao,True
1419111693112676353,gopher_ai,True
1857029031629144065,AgentPudgy,True
1558933448567541761,pudgypeguins,False
1468399496128532480,LilPudgys,True
1821172484734914560,AgentShoge,True
1860405394369388544,AgentSploots,True
962427286506045440,RealJonahBlake,False
1874578819434291200,asksplat,True
1938469239796731904,bigcoinmining,True
1676287825531273217,FaenoraVerse,False
1806389563788587009,AbstractChain,True
1508919700075556865,BkrummsE,False
957716432430641152,AxieInfinity,True
2428127946,DancingEddie_,True
423164349,rasmr_eth,True
1456142714756468738,Chilearmy123,False
1862526525494706176,AgentTankLive,True
2992949727,bcsmithx,True
1468690939807821826,privy_io,True
1739708260293160960,arcdotfun,True
1554854673827364864,cbventures,True
985407854822617088,AlphaSeeker21,False
1507804779950485505,kezo_futura,True
3278627678,0thTachi,True
1868774591750881280,soulgra_ph,True
1873806774609846273,FabelisAI,True
1921634227021574144,AntiRugAgent,True
1225557966142820354,BanklessHQ,False
1025381906173583361,cryptopunk7213,True
981208355115974656,TrustlessState,True
143678129,frey,False
1865307349239631874,Agent_2025,True
64844802,a16z,True
1201551918692212736,philism_,False
1400391752368992260,BinanceWallet,True
1862102653469433856,aion5100,True
1872729066593308672,Shogun__base,True
1874695777395904512,StaicySport,False
1836022074160107520,Eolas_AI,True
1420034701553717249,LazyLionsNFT,True
34024440,samdudeV1,False
1863665959841697797,Nostradamu_ai,False
1410787559467151363,GeckoTerminal,False
984188226826010624,Uniswap,True
1459195954272567296,insider_base,False
1867495575752458241,draiftking,False
1861334570387546115,Sally_A1c,True
1420735697556754436,BrahmaFi,True
1498583877467705346,XVentures_Fund,True
1648650821385564160,proofoftalk,True
1729862200217698304,taofuxyz,True
1406001741972213763,tsliceAI,False
1785869433313071105,michaeltaolor,True
1914674712480813056,TensorPulseLabs,True
1451320665542250496,SturdyFinance,True
1440493422947622913,pgpsam,True
1876342133193682944,_taofi_,True
1953842575535734784,thedkingdao,True
1690815046988042240,BasedGeisha,True
1758666151222013952,BitMindAI,True
1767887134763954176,LuigiRFRM,True
1861708710978244608,Agent_Argus,True
1828133314617556993,Agent_Cipher_,True
1405656630872662019,opentensor,True
1452480311405727751,dexscreener,True
759065038405636096,bittensor_,False
1816264150755979264,webuildscore,True
1750095633111719936,Agent_Layer,True
1883072404878213120,AgentStudioByAL,True
1881340270039752704,PumpAgentbyAL,True
837726647839305731,EARNMrewards,True
1078234519852015622,WhiteBit,True
1891687856298688512,0xLadyLuck,True
1620760349820559362,ChainAware,True
1583300330732724225,mindnetwork_xyz,True
1877363632566153217,agent_macro,True
1865947371529445376,agent_stix,True
1864214910617702404,Agent_YP,True
1020418150821744640,ashrobinqt,False
1426540126579183623,intraVerse_Game,True
574598857,legendarygainz_,False
1482668009017774086,kerrylegit,True
1446820687432372229,0xjtrade,True
1517608324929368070,Arrow_TFK,True
1871676913842016256,playgigaverse,True
1665182625324060672,Gnomonknows,True
1796560265602846720,nsteinx,True
1481272552009969664,Ronin_Network,True
1531111378601316353,meta_alchemist,True
2309701,gabusch,True
1640369409649782785,AerodromeFi,True
1306891926881280000,0xAndrewMoh,False
1542631877017686016,Delphi_Ventures,True
1482116616632602627,kurorosage,False
1275090819779878913,Aizcalibur,True
1894687312988258304,DoodiPals,True
36421100,johnwastaken,True
1810410554374447104,PlayPudgyParty,True
1884351032693547008,whalewatchperps,True
1531588175000268800,AethirCloud,True
1951726473292963840,shiny_labs,False
1233171399872638976,Immutable,True
1930499646692225024,vvr_GL,True
1442238883232501762,Dee___Boss,True
20352228,kevinlambert,True
1500166468851412998,StarPlatinumSOL,False
1471361439348584450,WolvesDAO,True
1712091825257779200,PlayCalamity,True
1370259329056657408,Nifty_Island,False
1115465940831891457,BinanceUS,True
1651782097844174856,CaliberBuild,True
1398271455356325889,BarbiecueDGG,True
1406610036500033540,yellowpantherx,False
1585264874975895554,youmio_ai,False
1628618557239197696,KGeN_IO,True
1769829545585041409,arbusai,False
1585166446396514304,PixelHeroesMMO,True
2415460460,trungfinity,True
251135186,pos2only,True
1894874919386677248,LOLLandGame,True
998897550827642880,ionet,True
1683961487683903490,arbuschirps,True
1821062446896803840,AI0xSisyphus,True
1869808051576025089,ai16mc,True
1869276101928767488,GoatIndexAI,False
1734397612386877440,ai16zdao,True
19546277,YahooFinance,True
1414330132022452231,fxnction,True
1813250492069519363,VECTORDOTFUN,True
1054149844384669696,himgajria,True
986054149920866305,ahboyash,True
14573900,ManCity,True
122392884,LCFC,True
1858000334284795904,ai16zAeris,True
22993004,darkaeris,True
2175148010,ai16zeliza,True
1869153657452711936,ai6ix9ine,True
1864328060327350278,AiAgentkAia,True
1803187737874366464,ClutchMarkets,True
1482539409203695616,aiagentmeme,True
1124878140176834560,COSMFINANCE,True
1717834005981401088,KIPprotocol,True
1713801807959572480,julian_kip,True
25073877,realDonaldTrump,True
15000857,LIGO,True
1859257943067164672,AIDM_SYS,True
1673003814914342915,aiesprit,True
1764623217602224128,winiam4444,False
1037079367652990976,hashrunner_,True
1764695528745381888,PunkApepen,True
696724259792666624,rotter_daniel,True
882072037250007044,vrjar_,True
1728368242488639488,BasedApesNFTs,True
830428728912134144,AIHegemonyMemes,True
66251060,aihermits,True
1846557813620850688,aikek_agent,True
1682701135302328320,alphakek_ai,False
1865292997849391104,aikowakesup,True
1858881025167753216,Ailluminati1748,True
1864633297550364678,AilonMuskParody,True
1859139531024592897,AimonicaBrands,True
1703447900607664128,exvulsec,True
1405701429646430212,doodles,True
1877548868008595456,autodotfun,True
1418936773846179846,bybit,False
1775594374698549248,epikduckcoin,False
1874425524166246400,AimonicaCapital,True
1413492921551265792,ReformDAO,True
1775487277126561792,MemecoinSummit,True
1511774198003376128,consensus_hk,True
1465014217065447426,0xKirara,True
1839698383893827585,OKXDevs,True
1487557602292781058,ChainSkopeAI,True
2399087539,justinleejw,True
1782286108187058176,EliteAgents_AI,True
1860046882673741826,DegenCapitalCIO,True
1446466197311082500,Sanza,True
1861998985134927872,sol_babyshark,True
2241147336,yanyanista,True
949458210494140416,CryptoVonDoom,True
1380932497605820419,flooz_xyz,True
612056599,MEVX_Official,True
1491526425580474368,Aptos,True
1570008098877710341,flock_io,True
1442331360731881472,GEODNET_,False
2478217117,animocabrands,True
1738351238184599552,animecoin,True
1432583226707484676,Azuki,True
1423031747432783872,Zagabond,True
1944971542603161603,Gate_io,True
1831825812691300352,daosdotfun,True
1867230009653383169,AmAmsentinel,True
16168217,ysiu,True
1877024340257988608,pmairca,True
1862897877804040192,topkekCapital,True
1852582218528628736,elizawakesup,True
1863940775521730560,degen_spartanai,False
1455955799725907968,joinFXN,True
1653252641529421826,dannyboycrypt0,True
1361614361580642311,baoskee,False
1859098903007948804,GamemeFi_Token,True
1847299822962855936,vvaifudotfun,False
1856778681558978560,BarsikOnSolana,True
906876031168106497,GearboxProtocol,True
51285672,andrewshaman,True
978566222282444800,MEXC_Official,True
1535590533698945024,MEXC_Listings,True
1858130599879581697,AInakin__,True
1805147766479368193,airene_asianmom,True
1478903665574379521,zaich_xbt,True
1479705395845566465,Clarissexx0805,False
1649090280463687681,eesee_io,True
1873336731011072000,eesee_AI_agent,True
826381583489855490,EricCryptoman,True
1001414496819261440,ElonTrades,True
1136430327176581120,tokenmetricsinc,True
3296780478,Eljaboom,True
206930103,EvanLuthra,True
1361438249923862529,moneyl0rd,True
1333533748072165376,Overdose_AI,True
1366964220768776192,Irenezhao_,True
1863925893854588928,fbb4official,True
1637352599576821761,Misato_virtuals,True
1642692110,cbcbken,False
1862342581893394432,AIRewardrop,True
1411867326828335107,cronos_chain,True
1738066467558395904,ethos_network,True
1860974861608488960,airocket_agent,True
1960689016527060992,foxbetsai,False
1655256449780715520,Smb_Vc,True
1896678541833420800,aegon_agent,True
163934965,TuHoang94,True
1938168484388876288,FyniAI,True
1915319990644834305,Mute_swap,True
1429192255277989892,ethermage,False
917217800434970624,TheCryptoLif7,False
960036444885565442,yzilabs,True
1580024415990980608,KryptosConnect,True
44580888,sukeshtedla,True
1853257176665714689,virtuals_vc,False
1660229228065878017,JunglCorp,True
1758457295825231872,AIShellNova,True
4014382825,0xDanS_eth,False
1933307945091280899,MigrateFun,False
1868995146345312256,AITATsol,True
1847664341610274816,AITHEISMsol,True
887747747981516801,ait_agent,True
70203939,worldcoin,True
1815109191398232066,aiwdaddyissues,True
71016845,Paris,True
11448242,vitalik,True
19546942,Refinery29,True
19212009,WhoWhatWear,True
27844479,BritishVogue,True
105243154,vogue,True
7640692,Glamour,True
544875853,ElonMC,True
2529971,cdixon,True
2228878592,AndrewYang,True
1407157378336780307,FionaTrump,True
15446531,mattyglesias,True
380956211,jasonhickel,True
1019974187975430144,ExtinctionR,True
17220934,algore,True
1757951382353551360,SusanEisen,False
1879650942410481666,POTUS,True
50393960,BillGates,True
14260960,JustinTrudeau,True
813286,BarackObama,True
939091,JoeBiden,True
1867812403880341504,aixbt_labs,True
1863391144169893888,aixCB_Vc,True
1936053804476100608,NemesisAIF,False
1169201028308168704,cryptoboys27,False
990716955236749312,Dolomite_io,True
2893133450,Tether_to,True
2151686839,circle,True
1531639904567971840,BioProtocol,True
295218901,VitalikButerin,True
1869287034700877824,yesnoerror,True
4469439315,numerai,True
1778182576106049536,RaylsLabs,True
1260559704335568896,nansen_ai,True
1637885519374721035,ethena_labs,True
1948457726012784640,Hermes_Agent,True
1953277675533107200,arc,True
574032254,coinbase,True
1201134314827714560,Velvet_Capital,True
1942281096642846720,WachXBT,True
865963965649571840,KyberNetwork,True
1920479657725435905,NemesisAIFund,False
1862755260357373952,aixterminal_,True
1701794106555641856,AlvaApp,False
1856458716847190017,ai_cobie,True
1874601032158003200,AI_Delta_,True
403930194,webflow,True
787700600,Jkiddds,True
1052417241130520576,John_Doe_Crypt,True
15454975,tonyminh69,True
1398395436583501838,The_DSide,True
1861283275408580611,Falcon_Meta_007,True
1664108423670304768,turjo142,True
1659902017945604099,fahim3369,True
1858874354844471296,ai_dogex,True
1571238888508723202,AI_HOOT,True
2312333412,ethereum,True
14379660,brian_armstrong,True
2593606195,CryptoSpectator,True
902839045356744704,justinsuntron,True
20884310,TimDraper,True
893284234042855424,CryptoSlate,True
18949452,FT,True
20402945,CNBC,True
353046447,CryptoSavvy,True
2559461930,BlockchainBuzz,True
2568108282,NickSzabo4,True
1739968480907026432,AI_Idiot,True
115681686,NetworksManager,True
1743074300565868544,jonnyfiveai,True
1770015946419150848,Micro_GPT,True
1761853981561643008,neonaiapp,True
1353384573435056128,rovercrc,False
1358467590834823175,raffayalvi,True
1862124098270457856,AkaneOnizuka,True
1856670796464488449,alchemistAIapp,True
1909618075525173248,JennyLwLw,False
1929480279540092928,acidAIapp,True
898528774303735808,hackenclub,True
1854859486307008512,Maverlik_,False
1720792639086149632,aryan91701,True
3301460293,jmheartfilia,True
1816615810422767616,TheJeffChef,True
243381107,GooglePlay,True
411493207,clone,True
1878096749765746688,nonfiltering,True
1889621065552498688,Wood1293,True
1860446995342852097,AlexTitanSon,True
1602344847209365505,algotradeagent,True
1166273105456578561,PhalaNetwork,True
1861073969475895296,alicecyberspace,True
1860598064198930432,Alitabeing,True
1846659274107404288,dolos_diary,True
1859887653019430912,aibeingbuzz,True
1850073211679150080,TopHat_One,True
1860326991171584004,aibeingher,False
1872192909514080256,alrisagent,True
1250424920372174853,superteam,True
1575689784470933504,MaushishYadav,False
1840235109456457728,voltrxyz,True
1389662605149573122,save_finance,True
1395713029593989121,DriftProtocol,True
1432814058831429635,marginfi,True
1549038204178911233,KaminoFinance,False
1714580962569588736,deepseek_ai,True
1656804712455507969,ProjectPlutus_,False
1819965191548997632,AmalgamSocial,True
1912442517414637571,SuiHubAPAC,False
1595253250889945089,SuiNetwork_VN,True
1841660418038652928,SuiFamOfficial,False
1749001378062815232,suivncommunity,True
1885526698835484672,AmocaHealth,True
1854625552419987456,ANAILcoin,True
1858312999427252224,anepicbeckoning,True
1877822600073674752,AnthroOrder,True
1846410895343165440,anti_goatse,True
1859255646866034688,AODVirtuals,True
1843255466044100608,apeoutmeme,True
571202103,Medium,True
4330998194,genogrand_eth,True
1869729041235709952,ApeSassBot,True
1780361403855183872,AxiomExchange,True
21371161,BullX,False
1699909769832910848,tradewithPhoton,True
16061691,1goonrichhs,True
1848475679102255104,apidegenape,True
1319287761048723458,MarioNawfal,True
1640235230685691904,ArbDoge_AI,True
1754872005340385280,hodlstrong_,True
1734443869205401600,__Commonwealth,True
949452596485304322,Zooofmeme,True
1294022686583054336,youyou5202,True
864347902029709314,cryptocom,True
1643286556730351616,pepecoineth,True
1727120087663116288,xiejiayinBitget,True
1390560341227020291,MyHongKongDoll,False
1397728776918765568,Bitfatty,True
1867446726816411652,arcturus_sol,True
1651199844365766656,sendaifun,False
1850732858018766848,ariescopilot,True
1849793148467261441,AROK_VC,True
485361628,gigagriff,True
844304603336232960,MustStopMurad,True
1741495962319896576,SolanaHub_,False
1864279609379790849,ArtificialCZ,True
1863269727797460992,Ascendia_AI,True
1733940145471328256,AskTheSandwich,True
13254592,virtuals,True
1859571852060000258,Assimilate_cc,True
1031949518609121280,NEARProtocol,True
1530530365,chainlink,True
993530753014054912,DecryptMedia,True
1874240956586958848,LibertyAgents,False
1931663961344086016,USD1Bot,False
1708794219828285440,AukiNetwork,False
1813445259055038464,henlokart,True
1862356962601533441,nft_xbt,True
1933464290498875392,OwoCoin_io,True
1775785569613676545,MacroEdgeAI,False
1876259463977414656,AssimilateBot,False
1851566591307288576,astariasam,True
1706139629987004416,AstroPepe_X,True
1870203088570855425,ata_virtuals,True
1868867166172524544,ata_virt_agent,True
1870168963747065856,BellaBeauty_ata,True
1880752183400108032,MaxHealth_ata,True
1869473673041854464,SarahPets_ata,True
1880832675906510848,TomCowboys_ata,True
1859168443209015296,AvaetTali,True
1850294059300229120,AVA_holo,True
1309886201944473600,0xMert_,False
467535591,ercwl,True
1937281501823135744,avastudio_,True
1073132650309726208,CL207,True
1454814840510369793,watchking69,True
1426732252768182281,notthreadguy,True
1874229080125825024,Mirai_terminal,True
1850630563356606464,AVbeingsCTO,True
1476979028716314625,scryptedinc,True
1538958895489728513,DEGA_org,True
745959759057133568,CottenIO,True
900487236315078657,rendernetwork,True
1047776579743633409,TheSWARM_ai,True
1848315358589169665,avocadowisdom,True
1653531843369611265,badideaai,True
1760355478629228545,FomoRadioAi,True
